market_sku,sku_name,market_spu,spu_name,subcategory,category,collection,color_tone,material_helper
AU-AS-000114C-PL4011-WA,"Alfie Extended Sofa Left Facing Customized, Slate Grey (Walnut)",AU-TAS-000114C,Alfie Extended Sofa,3 Seater Sofas,Sofa & Armchairs,Alfie,black_tone,Fabric
US-PB-000962-SAT4003,"Sateen King Size Sheet Set, Wheat",US-TPB-000863,Sateen Sheet Set,Sheet Set,Accessories,Sateen,beige_tone,Cotton
US-PB-001510-BRD,"Audrey 20-Piece Dinnerware Set, Brick Red",US-TPB-001510,Audrey 20-Piece Dinnerware Set,Dinnerware Sets,Tableware,Audrey,red_tone,Stoneware
US-PB-000960-SAT4002,"Sateen King Size Duvet & Sheet Set, Feather",US-TPB-000961,Sateen Duvet & Sheet Set,Duvet & Sheet Set,Accessories,Sateen,grey_tone,Cotton
US-50440731-TW4001,"Madison Armchair, Granite",US-T50440731,Madison Armchair,Armchairs,Sofa & Armchairs,Madison,black_tone,Wood|Fabric
US-PB-000859-PER4004,"Percale Queen Size Sheet Set, Wheat",US-TPB-000859,Percale Sheet Set,Sheet Set,Accessories,Percale,beige_tone,Cotton
US-50440514-SR4005,"Cammy Armchair, Fumo Gray",US-T50440514,Cammy Armchair,Accent Armchairs,Sofa & Armchairs,Cammy,black_tone,Fabric
AU-50430007-LSR,Aiden 4-Piece Lobster Dinnerware Set,AU-T50430007,Aiden 4-Piece Dinnerware Set,Dinnerware Sets,Tableware,Aiden,red_tone,Stoneware
AU-PB-001511-SWR,"Sandy 16-Piece Dinnerware Set, Sand White",AU-TPB-001511,Sandy 16-Piece Dinnerware Set,Dinnerware Sets,Tableware,Sandy,white_tone,Stoneware
US-AS-000557-VL4014,"Sofa Headrest, (Velluto) Olive Gold",US-TAS-000553,Sofa Headrest,Headrest,Accessories,Hamilton | Madison | Owen,yellow_tone,Fabric
US-53680026-FE,"Percale Standard Size Pillowcase Set of 2, Feather",US-T53680026,"Percale Pillowcase, Set of 2",Pillowcases,Accessories,Percale,grey_tone,Cotton
US-AS-000554-PM4002,"Sofa Headrest, (Performance Marcel) Brilliant White",US-TAS-000553,Sofa Headrest,Headrest,Accessories,Hamilton | Madison | Owen,white_tone,Fabric
AU-50430006-EWE,Landon 4-Piece Earthy White Dinnerware Set,AU-T50430006,Landon 4-Piece Dinnerware Set,Dinnerware Sets,Tableware,Landon,white_tone,Stoneware
AU-PB-000292-AM4001,"Madison Armchair with Ottoman, Bisque",AU-TPB-000292,Madison Armchair with Ottoman,Armchair Sets,Furniture Sets,Madison,white_tone,Wood|Fabric
US-PB-001151,Casa Dining Table 220cm with Dining Bench 180cm Set,US-TPB-001150,Casa Dining Table with Bench Set,Rectangular Dining Table Sets,Furniture Sets,Casa,white_tone,Wood
AU-PB-000327,"Seb Extendable Dining Set, 150cm with 4 Fabric Chairs Add Bench",AU-TPB-000322,Seb Extendable Dining Set for 4-6,Extendable Dining Table Sets,Furniture Sets,Seb,brown_tone,Wood
US-PB-000586-PT4001,"Jonathan Extended Side Chaise Sectional Sofa Left Facing with Ottoman, Performance Creamy White",US-TPB-000586,Jonathan Extended Side Chaise Sectional Sofa with Ottoman,Sofa Sets,Furniture Sets,Jonathan,white_tone,Fabric|Performance Fabric
US-PB-001277-NG4001,"Dalton King Size Bed with 2 Seb Nightstand, Beach Linen",US-TPB-001269,Dalton Bed with Seb Bedroom Storage,Bed Sets,Furniture Sets,Dalton | Seb,multi_tone,Wood|Fabric
US-PB-000447-TD4002,"Colette Sherpa Swivel Armchair Teddy Brown, Set of 2",US-T50440807,Colette Swivel Armchair,Accent Armchairs,Sofa & Armchairs,Colette,brown_tone,Fabric|Wood|Bouclé|Sherpa
US-PB-000237-LE4017,"Jonathan Extended Sofa with Ottoman Leather, Warm Taupe",US-TPB-000236,Jonathan Leather Extended Sofa with Ottoman,Sofa Sets,Furniture Sets,Jonathan,brown_tone,Leather
US-PB-000213-TP,"Maui Outdoor Loveseat, 2 Lounge Chairs & Coffee Table Set, Taupe",US-TPB-000212,"Maui Outdoor Loveseat, 2 Lounge Chairs & Table Set",Outdoor Sofa Sets,Outdoor,Maui Outdoor,grey_tone,Fabric|Metal|Wood
AU-PB-000228-LE4016,"Desmond Leather Armchair Caramel, Set of 2",AU-T50440760-LE,Desmond Leather Armchair,Accent Armchairs,Sofa & Armchairs,Desmond,brown_tone,Leather|Wood
AU-50440406C-DO4001,"Wayne Armchair Replacement Fabric Cover Customized, Ecru",AU-T50440406,Wayne Armchair Replacement Fabric Cover,Sofa Covers,Accessories,Wayne,beige_tone,Fabric
AU-50440606-VL4009,"Alfie Left Corner Sofa (Walnut) Customized, Fern Green Velvet",AU-T50440590,Alfie Left Corner Sofa,Modular Side Corner Sofas,Sofa & Armchairs,Alfie,green_tone,Velvet
AU-50440590-VL4006,"Alfie Left Corner Sofa (Natural) Customized, Deep Teal Velvet",AU-T50440590,Alfie Left Corner Sofa,Modular Side Corner Sofas,Sofa & Armchairs,Alfie,teal_tone,Velvet
AU-50440275-VL4009,"Todd Right Arm Sofa Customized, Fern Green Velvet",AU-T50440275,Todd Right Arm Sofa,Modular Side Corner Sofas,Sofa & Armchairs,Todd,green_tone,Velvet
AU-50440598-VL4008,"Alfie Right Facing 2 Seater Sofa (Natural) Customized, Midnight Blue Velvet",AU-T50440598,Alfie Right Facing 2 Seater Sofa,Modular 2-Seater Sofas,Sofa & Armchairs,Alfie,blue_tone,Velvet
AU-PB-000233-SOR4001,Sorrento Outdoor Dining Table 180cm with 6 Chairs,AU-TPB-000231,"Sorrento Outdoor Dining Table with 6 Chairs, without Umbrella Hole",Outdoor Rectangular Dining Table Sets,Outdoor,Sorrento Outdoor,beige_tone,Metal
AU-PB-000854-SOR4001,Sorrento Outdoor Dining Table 210cm with 6 Chairs,AU-TPB-000231,"Sorrento Outdoor Dining Table with 6 Chairs, without Umbrella Hole",Outdoor Rectangular Dining Table Sets,Outdoor,Sorrento Outdoor,beige_tone,Metal
AU-PB-000236-LE4016,"Jonathan Leather Extended Sofa with Ottoman, Caramel",AU-TPB-000236,Jonathan Leather Extended Sofa with Ottoman,Sofa Sets,Furniture Sets,Jonathan,brown_tone,Leather
AU-50440450C-VL4005,"William Sofa Sectional Replacement Fabric Cover Right Facing Customized, Dusty Rose Velvet",AU-T50440450,William Sofa Sectional Replacement Fabric Cover,Sofa Covers,Accessories,William,red_tone,Velvet
AU-50440714-SR4005,"Pebble Right Hand Facing 2-seater Sofa, Fumo Grey",AU-T50440714,Pebble Right Facing 2 Seater Sofa,Modular 2-Seater Sofas,Sofa & Armchairs,Pebble,grey_tone,Fabric
AU-AS-000179-PL4001,"Todd U-Shape Sectional Sofa with Chaise Left Hand Facing, Light Grey",AU-TAS-000179C,Todd U-Shape Sectional Sofa with Chaise,U-Shape Sectional Sofas,Sofa & Armchairs,Todd,grey_tone,Fabric
AU-AS-000172-FP4003-OA,"Ollie 3 Seater Sofa Oak, Shell Grey",AU-TAS-000172,Ollie 3 Seater Sofa,3 Seater Sofas,Sofa & Armchairs,Ollie,multi_tone,Wood|Fabric
AU-50440748-TW4002,"Madison Chaise Sectional Sofa Left Facing, Stone",AU-T50440729,Madison Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Madison,grey_tone,Wood|Fabric
AU-TAS-000199C-TL4001,Jonathan Extended Sofa Indigo Blue,AU-TAS-000199,Jonathan Extended Sofa,Extended 3 Seater Sofas,Sofa & Armchairs,Jonathan,multi_tone,Fabric
US-T50440761C-R-VL4014,Hamilton Chaise Sectional Sofa Olive Gold Velvet Right Facing,US-T50440761,Hamilton Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Hamilton,multi_tone,Fabric|Metal
US-T54000042C-removable-IN4003,Dawson Left Arm Sofa Performance Ginger Removable,US-T54000042,Dawson Left Arm Sofa,Modular Side Corner Sofas,Sofa & Armchairs,Dawson,multi_tone,Fabric|Feather
US-T54000043C-TL4001-removable,Dawson Right Arm Sofa Indigo Blue Removable,US-T54000043,Dawson Right Arm Sofa,Modular Corner Sofas,Sofa & Armchairs,Dawson,multi_tone,Fabric|Feather
US-T54000046C-VL4014-removable,Dawson Corner Sofa Olive Gold Velvet Removable,US-T54000046,Dawson Corner Sofa,Modular Corner Sofas,Sofa & Armchairs,Dawson,multi_tone,Fabric|Feather
US-T50440778C-WW-PY4002,Marlow Performance Bouclé Wedge Sofa Performance Dove Grey White Wash,US-T50440778,Marlow Performance Bouclé Wedge Sofa,Modular Corner Sofas,Sofa & Armchairs,Marlow,multi_tone,Fabric|Bouclé|Performance Fabric
AU-40550243,"Harper Round Dining Table 150cm, Chestnut",AU-T40550242,Harper Round Dining Table,Round Dining Tables,Tables,Harper,multi_tone,
US-TAS-000290C-LS-CY4001,Jonathan Extended Side Chaise Sofa Frost White Left Facing,US-TAS-000290,Jonathan Extended Side Chaise Sofa,Extended 3 Seater Sofas,Sofa & Armchairs,Jonathan,multi_tone,Fabric
US-T54000013C-TL4003,Jonathan Ottoman Charcoal Gray,US-T54000013,Jonathan Ottoman,Modular Ottomans,Sofa & Armchairs,Jonathan,multi_tone,Fabric
AU-AS-000190C-TL4003-BLK,"Adams 2 Seater Sofa Customized, Charcoal Grey (Black Leg)",AU-TAS-000190,Adams 2 Seater Sofa,2 Seater Sofas,Sofa & Armchairs,Adams,grey_tone,Fabric|Metal
AU-AS-000190C-PM4002-GD,"Adams 2 Seater Sofa Customized, Performance Brilliant White (Brass Leg)",AU-TAS-000190,Adams 2 Seater Sofa,2 Seater Sofas,Sofa & Armchairs,Adams,white_tone,Fabric|Metal
AU-AS-000189C-NG4002-BLK,"Adams Armchair Customized, Seagull (Black Leg)",AU-TAS-000071,Adams Armchair,Armchairs,Sofa & Armchairs,Adams,grey_tone,Fabric|Metal
AU-PB-000792-AR4002,"Auburn Sectional Sofa with 1 Rectangular Storage Console Walnut & Ottoman, Performance Basalt",AU-TPB-000767,"Auburn Build-Your-Own Living Room Set, 5-6 Seater",Sofa Sets,Furniture Sets,Auburn,grey_tone,Fabric|Performance Fabric|Bouclé
AU-PB-000771-AR4002,"Auburn L-Shape with 2 Rectangular Storage Console Walnut & Ottoman, Performance Basalt",AU-TPB-000767,"Auburn Build-Your-Own Living Room Set, 5-6 Seater",Sofa Sets,Furniture Sets,Auburn,grey_tone,Fabric|Performance Fabric|Bouclé
AU-50440635C-PL4005,"Hans 2 Seater Sofa Customized, Teal",AU-T50440635,Hans 2 Seater Sofa,2 Seater Sofas,Sofa & Armchairs,Hans,cyan_tone,Fabric
AU-PB-000744-AR4002,"Auburn 3 Seater with Ottoman & Rectangular Storage Console Walnut, Performance Basalt",AU-TPB-000743,"Auburn Build-Your-Own Living Room Set, 3-4 Seater",Sofa Sets,Furniture Sets,Auburn,grey_tone,Fabric|Performance Fabric|Bouclé
AU-AS-000027C-DU4003,"Todd Right Chaise Sofa Customized, Coral Blue",AU-TAS-000026C,Todd Side Chaise Sofa,2 Seater Sofas,Sofa & Armchairs,Todd,blue_tone,Fabric
AU-PB-000619-VL4014-NA,"Owen Left Chaise Sectional Sofa with Ottoman & Armchair, Olive Gold Velvet (Natural Leg)",AU-TPB-000619,Owen Build-Your-Own Living Room Set,Sofa Sets,Furniture Sets,Owen,yellow_tone,Fabric|Wood
AU-PB-000622-CA4001-NA,"Owen Right Chaise Sectional Sofa with Ottoman, Haze (Natural Leg)",AU-TPB-000619,Owen Build-Your-Own Living Room Set,Sofa Sets,Furniture Sets,Owen,grey_tone,Fabric|Wood
AU-PB-000679-PG4001,"Mori Armless L-Shape with Ottoman & Armchair & C-Side Table, Alpine",AU-TPB-000679,"Mori Build-Your-Own Living Room Set, 4-5 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
US-PB-001408-EM4001,"Sorrento Outdoor 3 Seater Sofa, 2 Lounge Chairs & Coffee Table Set, Natural Beige",US-TPB-000220,"Sorrento Outdoor Sofa, 2 Lounge Chairs & Coffee Table Set",Outdoor Sofa Sets,Outdoor,Sorrento Outdoor,beige_tone,Fabric|Metal
US-PB-001422,"Sorrento Outdoor Dining Table 216cm with 6 Como Outdoor Chairs, Shaped Tube",US-TPB-000882,Sorrento Outdoor Dining Table with 6 Como Outdoor Chairs,Outdoor Rectangular Dining Table Sets,Outdoor,Sorrento Outdoor,multi_tone,Metal|Wicker
US-PB-000580-PT4001,"Jonathan Side Chaise Sofa Left Facing with Ottoman, Performance Creamy White",US-TPB-000580,Jonathan Side Chaise Sofa with Ottoman,Sofa Sets,Furniture Sets,Jonathan,white_tone,Fabric|Performance Fabric
US-PB-001146-LE4016,"Jonathan Leather L-Shape Sectional Sofa with Ottoman, Caramel",US-TPB-001146,Jonathan Leather L-Shape Sectional Sofa with Ottoman,Sofa Sets,Furniture Sets,Jonathan,brown_tone,Leather
US-PB-001125-NG4001,"Dawson Chaise Sectional Sofa with Ottoman Left Facing, Beach Linen",US-TPB-000248,Dawson Chaise Sectional Sofa with Ottoman,Sofa Sets,Furniture Sets,Dawson,beige_tone,Fabric|Feather
US-PB-000554,"Rio Outdoor Teak Dining Table, 94.5"" and 4 Chairs and 70.9"" Bench",US-TPB-000523,Rio Outdoor Teak Build-Your-Own Dining Set,Outdoor Rectangular Dining Table Sets,Outdoor,Rio Outdoor,brown_tone,Wood
AU-PB-000329,"Seb Extendable Dining Set, 150cm with 4 Wooden Chairs Add Bench",AU-TPB-000322,Seb Extendable Dining Set for 4-6,Extendable Dining Table Sets,Furniture Sets,Seb,brown_tone,Wood
US-PB-000472,"Sloane Dining Table 70.9"" No Bench and 6 Leather Chairs",US-TPB-000465,Sloane Dining Set for 6-8,Rectangular Dining Table Sets,Furniture Sets,Sloane,multi_tone,Leather|Wood|Cane
US-PB-001446-CO4001,"Malta Outdoor 2 Seater Sofa, 2 Swivel Lounge Chairs & Drum Shape Coffee Table with Ivory Cover, Straw",US-TPB-000995,Malta Outdoor Build-Your-Own Lounge Set,Outdoor Sofa Sets,Outdoor,Malta Outdoor,multi_tone,Wicker
US-PB-001261,Emery King Size Bed with 2 Bedside Tables Set & Dresser Set,US-TPB-000897,Emery Build-Your-Own Bedroom Set,Bed Sets,Furniture Sets,Emery,brown_tone,Wood
AU-PB-000241-PM4001,"Amber Swivel Chair Performance Smoke Grey, Set of 2",AU-T50440725N,Amber Swivel Chair,Accent Armchairs,Sofa & Armchairs,Amber,grey_tone,Fabric
AU-PB-001348-OA,"Vincent Dining Table 220cm with 6 Chairs Set, Oak",AU-TPB-001337,Vincent Dining Set for 4-6,Rectangular Dining Table Sets,Furniture Sets,Vincent,multi_tone,Wood|Fabric
US-PB-000269-LW4001,Isaac 3 Seater Sofa with Ottoman Ivory Beige,US-TPB-000269,Isaac Sofa with Ottoman,Sofa Sets,Furniture Sets,Isaac,beige_tone,Wood|Fabric|Metal
US-50650002-DG,"Anabelle Chair, Dark Gray",US-T50650002,Anabelle Chair,Dining Chairs,Chairs & Benches,Anabelle,grey_tone,Fabric
US-50850051,"Strato Dining Table, 59""",US-T50850044,Strato Dining Table,Rectangular Dining Tables,Tables,Strato,brown_tone,Wood
US-AS-000034-PL4001,"Todd Sectional Chaise Sofa Left Hand Facing, Light Gray",US-TAS-000035,Todd Sectional Chaise Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Todd,grey_tone,Fabric
US-PB-000704-PG4001,"Mori L-Shape with Side Ottoman & Armchair & Coffee Table & Side Table & C-Side Table, Alpine",US-TPB-000735,"Mori Build-Your-Own Living Room Set, 4-5 Seater",Sofa Sets,Furniture Sets,Mori,white_tone,Fabric|Feather|Wood
US-PB-000752-AR4002,"Auburn Armless Curve 3 Seater with Ottoman & Wedge Storage Console Black, Performance Basalt",US-TPB-000744,"Auburn Build-Your-Own Living Room Set, 3-4 Seater",Sofa Sets,Furniture Sets,Auburn,grey_tone,Fabric|Performance Fabric|Bouclé
US-PB-000756-CB4001,"Auburn Curve 3 Seater with Ottoman & Rectangular Storage Console Walnut, Performance Chalk Bouclé",US-TPB-000744,"Auburn Build-Your-Own Living Room Set, 3-4 Seater",Sofa Sets,Furniture Sets,Auburn,white_tone,Fabric|Performance Fabric|Bouclé
US-TPB-000931,Chelsea Marble Dining Table with Bench and 2 Chairs,US-TPB-000931,Chelsea Marble Dining Table with Bench and 2 Chairs,Rectangular Dining Table Sets,Furniture Sets,Chelsea,multi_tone,Wood|Marble|Fabric
AU-AS-000033C-PL4005,"Todd Extended Chaise Sofa Customized, Teal",AU-TAS-000033C,Todd Extended Chaise Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Todd,cyan_tone,Fabric
AU-50440278-PL4002,"Todd Right Chaise, Charcoal",AU-T50440278,Todd Right Chaise,Modular Chaises,Sofa & Armchairs,Todd,black_tone,Fabric
AU-AS-000025C-LY4001,"Todd Extended Sofa Customized, Navy Blue",AU-TAS-000025C,Todd Extended Sofa,Extended 3 Seater Sofas,Sofa & Armchairs,Todd,blue_tone,Fabric
AU-AS-000033C-LY4006,"Todd Extended Chaise Sofa Customized, Seal Grey",AU-TAS-000033C,Todd Extended Chaise Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Todd,black_tone,Fabric
AU-AS-000029C-LY4001,"Todd Right Chaise Extended Sofa Customized, Navy Blue",AU-TAS-000028C,Todd Side Chaise Extended Sofa,Extended 3 Seater Sofas,Sofa & Armchairs,Todd,blue_tone,Fabric
AU-PB-001164-VL4014-NA,"Owen 3 Seater Sofa with Ottoman & Armchair, Olive Gold Velvet (Natural Leg)",AU-TPB-000619,Owen Build-Your-Own Living Room Set,Sofa Sets,Furniture Sets,Owen,yellow_tone,Fabric|Wood
AU-50440599C-DU4004,"Alfie Armless Sofa (Walnut) Customized, Marsala",AU-T50440592,Alfie Armless Sofa,Modular Armless Sofas,Sofa & Armchairs,Alfie,red_tone,Fabric
AU-50440674C-SR4005,"Bickerton Ottoman Customized, Fumo Grey",AU-T50440674,Bickerton Ottoman,Ottomans,Sofa & Armchairs,Bickerton,black_tone,Fabric
AU-AS-000064-VL4008-GD,"Adams 2-Seater Right Facing, Midnight Blue Velvet (Brass Leg)",AU-TAS-000064C,Adams Right Facing 2 Seater Sofa,Modular 2-Seater Sofas,Sofa & Armchairs,Adams,blue_tone,Velvet
AU-50440020C-DU4005,"Todd Ottoman Customized, Ash Grey",AU-T50440020,Todd Ottoman,Ottomans,Sofa & Armchairs,Todd,black_tone,Fabric
AU-AS-000067C-LY4001-GD,"Adams Right Chaise Customized, Navy Blue (Brass Leg)",AU-TAS-000067C,Adams Right Chaise,Modular Chaises,Sofa & Armchairs,Adams,blue_tone,Fabric
AU-50440590C-VL4005,"Alfie Left Corner Sofa (Natural) Customized, Dusty Rose Velvet",AU-T50440590,Alfie Left Corner Sofa,Modular Side Corner Sofas,Sofa & Armchairs,Alfie,red_tone,Velvet
US-AS-000188-VL4012-BLK,"Adams Sofa Jet Black Velvet, Black Leg",US-TAS-000188,Adams Sofa,3 Seater Sofas,Sofa & Armchairs,Adams,black_tone,Velvet|Metal
US-AS-000191-DV4001-BLK,"Adams Ottoman Lagoon Distressed Velvet, Black Leg",US-TAS-000191,Adams Ottoman,Ottomans,Sofa & Armchairs,Adams,teal_tone,Velvet|Metal
US-TAS-000192C-L-BLK-PY4004,Adams Chaise Sectional Sofa Left Facing Black Performance Cumin,US-TAS-000192,Adams Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Adams,multi_tone,Fabric|Metal
AU-AS-000560-AM4001,"Sofa Headrest, (Amalfi) Bisque",AU-TAS-000553,Sofa Headrest,Headrest,Accessories,Hamilton | Madison | Owen,white_tone,Fabric
AU-PB-000858-PER4002,"Percale King Size Sheet Set, Feather",AU-TPB-000858,Percale Sheet Set,Sheet Set,Accessories,Percale,grey_tone,Cotton
US-50430005-LGY,"Grace Light Grey Mugs, Set of 4",US-T50430005,"Grace Mugs, Set of 4",Mugs,Tableware,Grace,grey_tone,Stoneware
AU-50110044-BG,"Sierra Outdoor Coffee Table Cover, Beige",AU-T50110044,Sierra Outdoor Coffee Table Cover,Outdoor Furniture Covers,Outdoor,Sierra Outdoor,beige_tone,Fabric
AU-PB-000862-SAT4003,"Sateen King Size Sheet Set, Wheat",AU-TPB-000862,Sateen Sheet Set,Sheet Set,Accessories,Sateen,beige_tone,Cotton
AU-50110040-BG,"Sierra Outdoor Lounge Chair Cover, Beige",AU-T50110040,Sierra Outdoor Lounge Chair Cover,Outdoor Furniture Covers,Outdoor,Sierra Outdoor,multi_tone,Fabric
AU-PB-000862-SAT4002,"Sateen King Size Sheet Set, Feather",AU-TPB-000862,Sateen Sheet Set,Sheet Set,Accessories,Sateen,grey_tone,Cotton
US-PB-000179-TL4002-BLK,"Adams Chaise Sectional Sofa Left Facing with Ottoman, Pearl Beige (Black Leg)",US-TPB-000179,Adams Chaise Sectional Sofa with Ottoman,Sofa Sets,Furniture Sets,Adams,beige_tone,Fabric
AU-PB-000919-NG4001,Dalton Queen Size Bed with 2 Harper Side Tables Set,AU-TPB-000917,Dalton Bed with 2 Harper Side Table Set,Bed Sets,Furniture Sets,Dalton | Harper,beige_tone,Wood|Fabric
AU-PB-001347-OA,"Vincent Dining Table 220cm with 4 Chairs Set, Oak",AU-TPB-001337,Vincent Dining Set for 4-6,Rectangular Dining Table Sets,Furniture Sets,Vincent,multi_tone,Wood|Fabric
AU-PB-000188-TR4001-BC,"Pebble Chaise Sectional Sofa Left Facing with Ottoman, Ocean Blue",AU-TPB-000188,Pebble Chaise Sectional Sofa with Ottoman,Sofa Sets,Furniture Sets,Pebble,blue_tone,Fabric|Metal
AU-PB-000580-CY4004,"Jonathan Side Chaise Sofa Left Facing with Ottoman, Carbon Grey",AU-TPB-000580,Jonathan Side Chaise Sofa with Ottoman,Sofa Sets,Furniture Sets,Jonathan,black_tone,Fabric
AU-PB-000580-GI4001,"Jonathan Side Chaise Sofa Left Facing with Ottoman, Zenith Blue",AU-TPB-000580,Jonathan Side Chaise Sofa with Ottoman,Sofa Sets,Furniture Sets,Jonathan,blue_tone,Fabric
AU-40550081,"Miles Dining Table, 150cm",AU-T40550081,Miles Dining Table,Rectangular Dining Tables,Tables,Miles,yellow_tone,Wood|Metal
AU-PB-000504-WA,"Kelsey Marble Dining Table 180cm and 4 Austen Chairs, Walnut",AU-TPB-000500,Kelsey Marble Dining Table with Austen Chair Set,Rectangular Dining Table Sets,Furniture Sets,Kelsey,multi_tone,Wood|Marble
AU-PB-001127-NG4002,"Dawson 3 Seater Sofa with Ottoman, Seagull",AU-TPB-000301,Dawson 3 Seater Sofa with Ottoman,Sofa Sets,Furniture Sets,Dawson,grey_tone,Fabric|Feather
AU-PB-000460,Sloane Dining Table 180cm with Bench 180cm and 4 Leather Chairs,AU-TPB-000449,Sloane Dining Set for 6-8,Rectangular Dining Table Sets,Furniture Sets,Sloane,multi_tone,Leather|Wood|Cane
AU-PB-001350-LE4016,"Dean Leather Recliner Armchair Set of 2, Caramel",AU-T50440865-LE,Dean Leather Recliner Armchair,Accent Armchairs,Sofa & Armchairs,Dean,brown_tone,Leather|Metal
US-PB-001164-CA4001-NA,"Owen 3 Seater Sofa with Ottoman & Armchair, Haze (Natural Leg)",US-TPB-000619,Owen Build-Your-Own Living Room Set,Sofa Sets,Furniture Sets,Owen,grey_tone,Fabric|Wood
US-AS-000280C-NG4001-NA,"Owen Chaise Sectional Sofa Left Hand Facing Customized, Beach Linen (Natural Leg)",US-T54000008,Owen Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Owen,beige_tone,Fabric|Wood
US-PB-000748-AR4002,"Auburn 3 Seater with Ottoman & Wedge Storage Console White Wash, Performance Basalt",US-TPB-000744,"Auburn Build-Your-Own Living Room Set, 3-4 Seater",Sofa Sets,Furniture Sets,Auburn,grey_tone,Fabric|Performance Fabric|Bouclé
US-AS-000365-LW4001-SV,"Adams King Size Bed Ivory Beige, Silver Leg",US-TAS-000336,Adams Bed,Bedframes,Beds,Adams,beige_tone,Fabric|Metal
AU-50440933-VE4001,"Fable Side Ottoman, (Vermont) Performance Oyster",AU-T50440933,Fable Performance Fabric Side Ottoman,Modular Ottomans,Sofa & Armchairs,Fable,grey_tone,Fabric|Performance Fabric
AU-PB-000510,"Rio Outdoor Teak, 160cm and 2 Chairs and 130cm Bench",AU-TPB-000509,Rio Outdoor Teak Build-Your-Own Dining Set,Outdoor Rectangular Dining Table Sets,Outdoor,Rio Outdoor,brown_tone,Wood
AU-AS-000073-VL4002-SV,"Adams Extended Chaise Sectional Sofa Left Facing, Royal Blue (Silver Leg)",AU-TAS-000073C,Adams Extended Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Adams,blue_tone,Velvet
AU-AS-000032C-VL4001,"Todd Chaise Sofa Customized, Moon Grey",AU-TAS-000032C,Todd Chaise Sofa,2 Seater Sofas,Sofa & Armchairs,Todd,grey_tone,Velvet
AU-AS-000034C-VL4001,"Todd Sectional Chaise Sofa Left Hand Facing Customized, Moon Grey",AU-TAS-000034C,Todd Sectional Chaise Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Todd,grey_tone,Velvet
AU-50440531C-LY4001,"Jeanne Right Facing 2-Seater Customized, Navy Blue",AU-T50440531,Jeanne Right Facing 2 Seater Sofa,Modular 2-Seater Sofas,Sofa & Armchairs,Jeanne,blue_tone,Fabric
US-AS-000111-PL4001-WA,"Capella Ottoman, Light Gray (Walnut Stain Leg)",US-TAS-000111,Capella Ottoman,Ottomans,Sofa & Armchairs,Capella,grey_tone,Fabric
US-AS-000116-DO4002-WA,"Alfie Chaise Sectional Sofa Left Hand Facing, Checked Gray",US-TAS-000116,Alfie Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Alfie,grey_tone,Fabric
US-AS-000137-LE4011-GD,"Adams Sofa Left Hand Facing Leather, Mocha (Brass Leg)",US-TAS-000137,Adams Sofa Leather,3 Seater Sofas,Sofa & Armchairs,Adams,brown_tone,Leather
US-TAS-000241C-CM-PY4002,Marlow Performance Bouclé Chaise Sectional Sofa Performance Dove Grey Caramel,US-TAS-000241,Marlow Performance Bouclé Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Marlow,multi_tone,Fabric|Bouclé|Performance Fabric
US-T54000008C-R-WA-PY4001,Owen Chaise Sectional Sofa Right Facing Walnut Performance Ivory,US-T54000008,Owen Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Owen,multi_tone,Fabric|Wood
US-50440258-PL4011,"Tana Chaise Sectional Sofa Right Facing, Slate Gray",US-T50440258,Tana Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Tana,multi_tone,Fabric
US-T54000103C-BLK-S1-PM4002,Solange Performance Bouclé Chair Single Black Performance Brilliant White,US-T54000103,Solange Performance Bouclé Chair,Armchairs,Sofa & Armchairs,Solange,multi_tone,Fabric|Bouclé|Performance Fabric
US-TAS-000227C-VL4014-removable,Dawson Sofa Olive Gold Velvet Removable,US-TAS-000227,Dawson Sofa,3 Seater Sofas,Sofa & Armchairs,Dawson,multi_tone,Fabric|Feather
US-TAS-000229C-L-removable-PY4003,Dawson Chaise Sectional Sofa Performance Moss Left Facing Removable,US-TAS-000229,Dawson Chaise Sectional Sofa,Chaise Sectional Sofas,Sofa & Armchairs,Dawson,multi_tone,Fabric|Feather
US-AS-000354-VL4006-SV,"Adams Armchair, Deep Teal Velvet (Silver Leg)",US-TAS-000354,Adams Armchair,Armchairs,Sofa & Armchairs,Adams,teal_tone,Velvet
